Product,Product_Brand,Item_Category,Subcategory_1,Subcategory_2,Item_Rating,Date,Selling_Price
P-12045,B-3215,baby care,baby kids gifts,stickers,4.2,12-01-2018,1330
P-2097,B-467,clothing,women s clothing,sports gym wear,1.2,04-01-2019,595
P-11543,B-3082,jewellery,necklaces chains,necklaces,2.7,12-01-2014,392
P-4817,B-1270,clothing,men s clothing,sports wear,3.6,13-06-2019,5943
P-2175,B-495,clothing,women s clothing,western wear,2,26-03-2017,698
P-10499,B-3078,sports fitness,other sports,swimming,5,01-03-2019,246
P-1661,B-3078,footwear,women s footwear,heels,3.2,01-06-2015,493
P-8937,B-2307,jewellery,rings,unknown,4,01-01-2020,16359
P-6391,B-2679,clothing,men s clothing,shirts,4.5,01-06-2015,597
P-4378,B-1140,home decor festive needs,garden leisure,garden stakes,2.8,01-01-2015,944
P-11363,B-3017,clothing,women s clothing,lingerie sleep swimwear,4.3,04-02-2013,1616
P-6450,B-1681,footwear,men s footwear,formal shoes,3.7,06-05-2014,1364
P-6366,B-2372,clothing,men s clothing,shirts,4,12-06-2018,490
P-5106,B-3078,clothing,men s clothing,shirts,4,12-06-2016,757
P-5014,B-2372,clothing,men s clothing,shirts,1.2,12-06-2017,779
P-1466,B-3078,footwear,women s footwear,flats,2.5,01-07-2013,241
P-3207,B-3078,watches,wrist watches,eleganzza wrist watches,3.5,12-04-2015,495
P-1679,B-3078,clothing,men s clothing,jeans,2.9,12-12-2016,594
P-3841,B-3078,beauty and personal care,fragrances,deodorants,1.3,12-01-2018,396
P-1497,B-276,jewellery,accessories,brooches,3.5,28-02-2017,697
P-774,B-133,automotive,accessories spare parts,car interior exterior,4.6,12-01-2014,1596
P-4515,B-2373,clothing,women s clothing,western wear,2.9,30-12-2014,393
P-2025,B-438,footwear,men s footwear,formal shoes,2.1,06-05-2013,1198
P-6321,B-1647,laser x checkered men s boxer pack of 4,unknown,unknown,3.7,05-05-2018,640
P-3907,B-1008,kitchen dining,lighting,bulbs,2.6,31-12-2012,394
P-7467,B-2000,newgen tech eo hs3303 218 wired headset white,unknown,unknown,3.1,06-12-2020,199
P-3422,B-884,home decor festive needs,table decor handicrafts,showpieces,3.2,01-01-2014,907
P-11402,B-3033,jewellery,necklaces chains,necklaces,3.4,12-01-2016,192
P-3453,B-897,kitchen dining,bar glassware,bar glasses,4.3,16-04-2015,549
P-3270,B-2373,clothing,women s clothing,western wear,1.2,30-12-2018,497
P-12214,B-3260,baby care,infant wear,baby girls clothes,4.5,06-07-2017,748
P-1633,B-331,baby care,infant wear,baby girls clothes,3.4,22-03-2017,842
P-3009,B-772,footwear,women s footwear,heels,3.5,06-11-2017,1138
P-10163,B-2695,computers,laptop accessories,adapters,5,03-11-2019,534
P-9406,B-2416,footwear,men s footwear,formal shoes,4.2,06-05-2016,890
P-9776,B-2548,computers,network components,routers,3.2,12-01-2018,17990
P-6025,B-3078,footwear,men s footwear,casual shoes,1.8,29-12-2019,1592
P-12290,B-3274,automotive,accessories spare parts,spares performance parts,1.3,31-12-2018,332
P-8088,B-2136,watches,wrist watches,palito wrist watches,4,24-04-2020,193
P-5048,B-3078,clothing,women s clothing,western wear,2.4,31-12-2014,349
P-6565,B-1726,beauty and personal care,hair care,hair colors,4.1,22-05-2020,3292
P-622,B-133,automotive,accessories spare parts,car interior exterior,2.4,12-01-2013,1594
P-6554,B-3078,clothing,women s clothing,fusion wear,4.6,29-12-2019,572
P-2357,B-560,jewellery,bangles bracelets armlets,bangles,4.4,30-12-2013,492
P-12170,B-3246,toys school supplies,action figures,wishkey action figures,4.5,03-03-2018,299
P-7631,B-2039,footwear,men s footwear,casual shoes,1.8,03-07-2017,991
P-9488,B-2451,home decor festive needs,showpieces,ethnic,2.9,12-01-2018,650
P-1412,B-247,computers,network components,routers,4,12-01-2012,6500
P-5705,B-1517,jewellery,rings,unknown,3,01-01-2018,21812
P-1546,B-293,clothing,women s clothing,ethnic wear,2.5,13-06-2018,472
P-4479,B-1182,home furnishing,curtains accessories,curtains,1,31-12-2012,1298
P-11847,B-3187,jewellery,bangles bracelets armlets,bangles,4.7,30-12-2014,749
P-6599,B-397,clothing,women s clothing,lingerie sleep swimwear,3,01-07-2016,427
P-5496,B-3078,beauty and personal care,fragrances,deodorants,1.5,12-01-2013,321
P-12419,B-3303,jewellery,bangles bracelets armlets,bracelets,4.3,20-12-2019,1695
P-9995,B-2619,kitchen dining,cookware,pots pans,3.7,12-01-2016,530
P-6408,B-1666,bags wallets belts,bags,backpacks,4,24-05-2013,983
P-1656,B-340,computers,network components,routers,3.9,12-01-2012,8190
P-2079,B-462,mobiles accessories,mobile accessories,screen protectors,1.8,03-12-2019,273
P-11438,B-3049,automotive,accessories spare parts,spares performance parts,4.8,31-12-2019,493
P-7676,B-3078,clothing,men s clothing,t shirts,4.4,13-12-2013,494
P-10264,B-3078,watches,wrist watches,sonata wrist watches,4.5,01-07-2018,947
P-3719,B-3078,watches,wrist watches,felix wrist watches,5,12-04-2019,546
P-4567,B-1211,home furnishing,living room furnishing,cushion covers,2.3,26-06-2014,479
P-5005,B-3078,clothing,women s clothing,ethnic wear,2.2,12-01-2016,291
P-3672,B-942,mobiles accessories,tablet accessories,cases covers,2.8,31-12-2015,295
P-9391,B-3078,kitchen dining,coffee mugs,rockmantra coffee mugs,3.6,12-01-2018,197
P-10016,B-2630,home decor festive needs,showpieces,ethnic,2.8,12-01-2014,597
P-5406,B-3078,clothing,women s clothing,ethnic wear,4.1,12-01-2019,949
P-4309,B-1115,tools hardware,tools,gardening tools,1.3,01-07-2019,496
P-7317,B-1958,footwear,kids infant footwear,for boys,3.8,06-02-2020,956
P-11305,B-2992,computers,audio players,mp4 video mp3 players,3.8,01-04-2015,3450
P-678,B-133,automotive,accessories spare parts,car interior exterior,1,12-01-2017,1597
P-8604,B-3078,kitchen dining,coffee mugs,printland coffee mugs,3.6,12-01-2016,297
P-11833,B-3182,vishudh printed women s anarkali kurta,unknown,unknown,2.3,04-05-2017,1043
P-8954,B-2307,jewellery,rings,unknown,4.7,01-01-2014,26267
P-11211,B-2959,baby care,infant wear,baby girls clothes,3.6,03-02-2017,399
P-6550,B-3078,clothing,women s clothing,western wear,3.2,12-01-2015,895
P-3709,B-3078,clothing,women s clothing,western wear,2.3,01-07-2017,244
P-10053,B-3078,clothing,women s clothing,ethnic wear,1.2,30-12-2015,694
P-3292,B-3078,beauty and personal care,fragrances,deodorants,4.3,12-01-2019,341
P-2662,B-3078,clothing,women s clothing,ethnic wear,2.5,31-12-2017,394
P-11391,B-3027,clothing,women s clothing,western wear,2.9,05-10-2014,385
P-118,B-30,jewellery,necklaces chains,necklaces,2.3,12-01-2014,597
P-3265,B-3078,beauty and personal care,fragrances,deodorants,4.3,12-01-2016,392
P-7795,B-3078,clothing,men s clothing,t shirts,2.8,13-12-2016,418
P-9370,B-3078,kitchen dining,coffee mugs,rockmantra coffee mugs,2.6,12-01-2013,194
P-3143,B-810,tools hardware,tools,gardening tools,1.7,01-07-2017,541
P-7439,B-1994,computers,network components,routers,1,12-01-2013,1242
P-4744,B-1260,jewellery,necklaces chains,necklaces,1.6,12-01-2014,471
P-9100,B-3078,clothing,women s clothing,fusion wear,1.8,01-07-2014,378
P-1858,B-405,jewellery,rings,unknown,3.7,01-06-2020,20413
P-669,B-133,automotive,accessories spare parts,car interior exterior,4.1,12-01-2015,1594
P-3975,B-1020,jewellery,rings,unknown,4.8,01-01-2016,30758
P-5749,B-1517,jewellery,rings,unknown,1.8,01-01-2018,26229
P-6455,B-3078,clothing,men s clothing,cargos shorts 3 4ths,3.6,01-04-2013,1070
P-7000,B-3078,clothing,women s clothing,western wear,2.7,12-01-2019,693
P-9876,B-2586,clothing,women s clothing,ethnic wear,3.7,05-11-2015,541
P-9399,B-3078,kitchen dining,coffee mugs,rockmantra coffee mugs,2.5,12-01-2012,197
P-7583,B-2026,jewellery,necklaces chains,necklaces,4,31-12-2012,17814
P-274,B-78,jewellery,jewellery sets,unknown,2.7,31-12-2016,299
P-12044,B-3215,baby care,baby kids gifts,stickers,4.2,12-01-2016,2062
P-9530,B-2463,home decor festive needs,showpieces,s c handicrafts showpieces,4.3,12-01-2012,8897
P-6621,B-1739,home entertainment,video players accessories,video accessories,4.1,24-04-2017,238
P-9917,B-2599,home furnishing,living,unknown,2.5,20-12-2013,743
P-7140,B-3078,footwear,men s footwear,formal shoes,2,29-12-2012,1999
P-10581,B-3078,clothing,men s clothing,winter seasonal wear,4,29-12-2017,1049
P-9886,B-3078,clothing,women s clothing,ethnic wear,3.7,29-12-2017,345
P-2122,B-3078,clothing,men s clothing,t shirts,1.9,01-07-2020,396
P-2328,B-3078,beauty and personal care,fragrances,deodorants,1,12-01-2012,272
P-9453,B-2439,jewellery,bangles bracelets armlets,bangles,3.5,20-12-2015,217
P-7358,B-1973,home decor festive needs,table decor handicrafts,decorative platters,4.9,01-04-2017,594
P-6497,B-1703,computers,network components,routers,4,12-01-2012,8993
P-3581,B-3078,clothing,women s clothing,western wear,3.5,01-07-2020,343
P-2920,B-748,toys school supplies,action figures,disney action figures,4.6,28-03-2014,289
P-4173,B-3078,clothing,men s clothing,accessories combo sets,4.6,31-12-2014,448
P-6445,B-3078,sports fitness,team sports,basketball,4.5,29-12-2018,981
P-8,B-3078,footwear,men s footwear,formal shoes,2.4,29-12-2013,546
P-6392,B-3078,clothing,men s clothing,jeans,2.8,12-04-2018,1611
P-11680,B-3078,clothing,women s clothing,western wear,3.6,01-07-2019,591
P-9408,B-3078,clothing,men s clothing,winter seasonal wear,4.3,29-12-2018,391
P-11796,B-3172,jewellery,nose rings studs,unknown,3.1,31-12-2014,695
P-6964,B-3078,clothing,women s clothing,western wear,1.5,12-01-2017,722
P-5768,B-1517,jewellery,rings,unknown,4.7,01-01-2015,35994
P-5738,B-1517,jewellery,rings,unknown,3.2,01-01-2016,20124
P-1446,B-2372,clothing,women s clothing,western wear,2.7,30-12-2014,371
P-4113,B-1062,footwear,men s footwear,casual shoes,1.3,03-07-2019,467
P-5521,B-1466,jewellery,necklaces chains,necklaces,2.2,12-01-2013,243
P-3276,B-850,mobiles accessories,tablet accessories,cases covers,1.5,01-01-2015,1692
P-12298,B-378,automation robotics,smart door locks,unknown,3,01-04-2018,16998
P-7072,B-3078,clothing,women s clothing,western wear,1.8,12-01-2013,830
P-5779,B-1517,jewellery,rings,unknown,4.4,01-01-2014,26445
P-9716,B-2530,furniture,pet furniture,unknown,4.3,29-12-2017,293
P-9012,B-2307,jewellery,rings,unknown,2.1,01-01-2014,39201
P-4492,B-3078,clothing,women s clothing,western wear,4.8,30-12-2017,491
P-9181,B-2362,clothing,women s clothing,western wear,2.9,06-11-2015,590
P-12526,B-3078,footwear,men s footwear,casual shoes,3.3,29-12-2014,1344
P-7044,B-1866,sunglasses,mikado aviator sunglasses,unknown,3.8,06-10-2018,170
P-2222,B-3078,watches,wrist watches,cb fashion wrist watches,1.7,31-12-2013,680
P-1903,B-405,jewellery,rings,unknown,2.1,01-07-2013,17105
P-3909,B-3078,clothing,women s clothing,western wear,3.8,01-01-2013,465
P-2385,B-3078,clothing,women s clothing,western wear,4.2,01-07-2016,566
P-444,B-101,home improvement,lawn gardening,plants,2.1,01-07-2018,72
P-5789,B-3078,clothing,women s clothing,western wear,3.3,30-12-2015,290
P-10364,B-2741,automotive,accessories spare parts,bike essentials,2.7,18-03-2019,455
P-8443,B-3078,beauty and personal care,fragrances,deodorants,3.9,12-01-2014,233
P-6276,B-2373,clothing,women s clothing,western wear,2.1,30-12-2014,346
P-1731,B-362,home decor festive needs,showpiece,bharatcraft showpiece,4.1,05-08-2020,1114
P-12337,B-3283,clothing,men s clothing,ethnic wear,5,03-03-2015,596
P-2438,B-587,coirfit single coir mattress,unknown,unknown,1.2,05-10-2018,7790
P-1940,B-414,clothing,kids clothing,boys wear,3.2,03-02-2015,475
P-2279,B-2372,clothing,women s clothing,western wear,3.6,30-12-2014,470
P-12371,B-3292,clothing,kids clothing,girls wear,1.9,26-05-2017,493
P-1388,B-3078,footwear,women s footwear,flats,3.4,01-07-2016,597
P-7913,B-2111,furniture,kids room furniture,kids tables seating,4.5,03-03-2014,997
P-1573,B-309,home furnishing,bath linen,towels,3.4,20-12-2019,485
P-3591,B-925,clothing,women s clothing,ethnic wear,1.2,20-05-2014,2645
P-7803,B-2074,tools hardware,tools,hardware electricals,4.4,17-06-2015,499
P-12506,B-3339,clothing,kids clothing,boys wear,1.9,05-12-2018,710
P-8432,B-2281,clothing,women s clothing,lingerie sleep swimwear,2,01-07-2013,323
P-7807,B-681,clothing,women s clothing,lingerie sleep swimwear,1,01-07-2020,124
P-6715,B-1773,clothing,men s clothing,inner wear sleep wear,1.1,05-05-2019,284
P-3201,B-3078,clothing,women s clothing,western wear,4.9,01-07-2015,390
P-4214,B-1086,home decor festive needs,festive decor,holi essentials,2.1,03-11-2018,1142
P-2808,B-725,kitchen dining,kitchen tools,kitchen implements,1.9,12-01-2018,746
P-2660,B-672,footwear,women s footwear,flats,3.9,24-04-2016,391
P-3019,B-3078,pens stationery,school supplies,geometry pen pencil boxes,4.4,12-01-2019,125
P-6708,B-1771,home furnishing,living room furnishing,cushion covers,2.7,23-06-2016,97
P-10896,B-2891,eyewear,frames,ted smith full rim wayfarer frame 53 mm,3.2,19-03-2014,1493
P-4858,B-1278,kitchen dining,kitchen tools,choppers peelers,3.9,24-02-2019,189
P-8233,B-2372,clothing,women s clothing,western wear,4.2,30-12-2015,413
P-2455,B-3078,clothing,women s clothing,western wear,2.2,30-12-2017,498
P-4835,B-1273,clothing,women s clothing,ethnic wear,1.5,28-05-2019,945
P-3105,B-798,clothing,kids clothing,boys wear,3.4,05-10-2019,832
P-10963,B-2907,baby care,infant wear,baby girls clothes,3.2,28-02-2014,397
P-11838,B-3185,home decor festive needs,wall decor clocks,paintings,1.5,31-12-2014,1845
P-11007,B-2923,jewellery,earrings,unknown,2.4,12-12-2018,668
P-3172,B-818,bags wallets belts,bags,hand bags,2.2,06-03-2020,997
P-5937,B-1564,automotive,car bike accessories,car interior exterior,3.8,17-06-2014,1845
P-2059,B-3078,clothing,women s clothing,western wear,1.1,01-07-2014,393
P-9772,B-2547,home decor festive needs,showpiece,contemporary,3.8,24-04-2015,1491
P-793,B-133,automotive,accessories spare parts,car interior exterior,1.3,12-01-2019,1348
P-12205,B-3078,baby care,baby kids gifts,photo frames,3.4,31-12-2014,449
P-3405,B-879,jewellery,necklaces chains,necklaces,1.1,12-01-2018,243
P-346,B-88,automotive,accessories spare parts,car interior exterior,4.3,05-10-2014,195
P-6706,B-3078,clothing,women s clothing,western wear,5,12-01-2015,792
P-304,B-80,jewellery,necklaces chains,necklaces,1.6,12-01-2017,576
P-2561,B-3078,footwear,women s footwear,casual shoes,4,12-01-2019,996
P-11557,B-3086,beauty and personal care,makeup,makeup accessories,1.6,05-10-2018,998
P-1170,B-3078,beauty and personal care,fragrances,deodorants,3.1,12-01-2019,197
P-8871,B-3078,clothing,men s clothing,accessories combo sets,1.3,31-12-2013,665
P-2343,B-557,jewellery,rings,unknown,4,01-06-2019,1563
P-12449,B-3314,clothing,women s clothing,western wear,4,24-04-2017,549
P-3508,B-909,home furnishing,curtains accessories,curtains,4,31-12-2013,3189
P-9663,B-2515,tools hardware,tools,tool accessories,2.3,29-12-2013,299
P-455,B-108,clothing,women s clothing,formal wear,4.9,24-02-2015,791
P-1375,B-240,jewellery,rings,unknown,2.7,01-06-2016,965
P-4165,B-3078,footwear,men s footwear,casual shoes,1.9,29-12-2012,1873
P-3313,B-855,home furnishing,bed linen,blankets quilts dohars,1.6,01-01-2018,1191
P-11689,B-3078,sports fitness,other sports,skating,3.6,01-03-2019,2489
P-559,B-133,automotive,accessories spare parts,car interior exterior,2.1,12-01-2012,1595
P-5656,B-1512,mobiles accessories,tablet accessories,cases covers,3.7,01-01-2019,599
P-5474,B-3078,clothing,men s clothing,shirts,3.2,12-06-2018,691
P-6186,B-3078,clothing,women s clothing,western wear,5,12-01-2014,746
P-5108,B-1353,jewellery,necklaces chains,necklaces,1.9,12-01-2013,492
P-8514,B-2245,kitchen dining,pressure cookers pans,prestige pressure cookers pans,3,12-03-2018,2096
P-11119,B-2945,pens stationery,office supplies,diaries,1.7,31-12-2018,793
P-5392,B-1437,jewellery,necklaces chains,necklaces,1.6,22-06-2016,797
P-741,B-133,automotive,accessories spare parts,car interior exterior,3.4,12-01-2012,1595
P-664,B-133,automotive,accessories spare parts,car interior exterior,2,12-01-2012,1591
P-8254,B-3078,watches,wrist watches,perucci wrist watches,3.4,12-12-2017,536
P-1009,B-133,automotive,accessories spare parts,car interior exterior,4.8,12-01-2015,1371
P-4411,B-1151,tools hardware,tools,gardening tools,3,01-07-2015,292
P-7431,B-1993,computers,network components,routers,3.5,12-01-2014,7547
P-9017,B-2307,jewellery,rings,unknown,4.7,01-01-2019,21911
P-4699,B-1247,home furnishing,bed linen,blankets quilts dohars,1.5,01-01-2020,1299
P-12058,B-3218,mobiles accessories,mobile accessories,power banks,2.6,03-05-2019,2141
P-2043,B-3078,clothing,men s clothing,winter seasonal wear,1,20-12-2017,953
P-10003,B-3078,clothing,women s clothing,western wear,2.7,12-03-2012,554
P-4215,B-3078,clothing,women s clothing,ethnic wear,2.8,30-12-2019,585
P-6281,B-3078,bags wallets belts,luggage travel,rucksacks,4.7,01-01-2016,2048
P-5884,B-1542,computers,laptop accessories,usb gadgets,4,29-12-2014,541
P-2292,B-397,clothing,women s clothing,lingerie sleep swimwear,1.8,01-07-2020,385
P-3540,B-911,jewellery,necklaces chains,necklaces,2.7,12-01-2017,246
P-911,B-133,automotive,accessories spare parts,car interior exterior,1.7,12-01-2013,910
P-7028,B-3078,footwear,men s footwear,casual shoes,4.8,29-12-2016,1881
P-3708,B-2679,clothing,women s clothing,western wear,4.8,30-12-2012,492
P-590,B-133,automotive,accessories spare parts,car interior exterior,3.5,12-01-2013,1596
P-12288,B-3274,automotive,accessories spare parts,spares performance parts,4.8,31-12-2013,341
P-833,B-133,automotive,accessories spare parts,car interior exterior,5,12-01-2015,1343
P-8997,B-2307,jewellery,rings,unknown,1.6,01-01-2016,25224
P-10839,B-3078,clothing,women s clothing,western wear,4.3,01-06-2019,411
P-7457,B-2000,gaming,gaming accessories,headphones with mic,3.5,05-10-2017,154
P-11463,B-3060,ufo full sleeve solid girl s jacket,unknown,unknown,4.8,04-02-2014,712
P-5973,B-1569,mobiles accessories,mobile accessories,mobile pouches,4,03-05-2018,450
P-10654,B-3078,footwear,men s footwear,formal shoes,1.4,29-12-2012,1889
P-3457,B-898,sports fitness,other sports,golf,1.4,03-05-2018,593
P-10025,B-2373,clothing,women s clothing,western wear,3.1,30-12-2018,446
P-7067,B-1878,clothing,women s clothing,western wear,3.2,05-10-2017,299
P-3448,B-894,baby care,feeding nursing,utensils,2.4,12-12-2018,393
P-6294,B-1645,computers,laptop accessories,batteries,3.2,01-07-2017,1699
P-5505,B-1466,jewellery,necklaces chains,necklaces,3.5,12-01-2019,292
P-9718,B-2530,furniture,pet furniture,unknown,4.5,29-12-2013,295
